name,parent,clusterid,label,compute_pos,svg_pos,model_level,percentage,mi,children
Z1463,Z2168,8,"connecting,connect","1152.9,-228.55","1152.9,-228.55",1,0.21,"Z2168,0.32449544088305726",
Z1460,Z2167,8,"exists,exist","1168.1,-130.43","1168.1,-130.43",1,0.39,"Z2167,0.06479201228659312",
Z1461,Z2167,8,"constructed,construct,construction,constructing","1077.2,-224.84","1077.2,-224.84",1,0.31,"Z2167,0.18603420151091637",
Z1466,Z2169,8,"cross,sectional","1895.5,-143.65","1895.5,-143.65",1,0.24,"Z2169,0.09551181238843195",
Z1467,Z2169,8,"arc,arcs","2052.3,-126.86","2052.3,-126.86",1,0.10,"Z2169,0.03267356778772888",
Z1464,Z2169,8,"contour,contours","1995.1,-82.846","1995.1,-82.846",1,0.16,"Z2169,0.06540122459414191",
Z1465,Z2169,8,"sweep,sweeping,swept,smoke","1689.8,-14.554","1689.8,-14.554",1,0.07,"Z2169,0.029568413881835832",
Z1468,Z2169,8,"flattening,flattened,conformal,harmonic","1595.8,-79.132","1595.8,-79.132",1,0.04,"Z2169,0.006666412686765173",
Z1469,Z2169,8,"segment,segments","1765.5,-45.656","1765.5,-45.656",1,0.22,"Z2169,0.058776419905178026",
Z11158,Z2411,1,"wall,walls","2265.3,-1942.8","2265.3,-1942.8",1,0.05,"Z2411,0.008791453890339326",
Z11159,Z2411,1,"movie,movies","2418.7,-1893.4","2418.7,-1893.4",1,1.00,"Z2411,9.095651420878853E-5",
Z1998,Z2360,5,"concerns,concern","3495.1,-1528.7","3495.1,-1528.7",1,0.09,"Z2360,0.12856382147301101",
Z1999,Z2361,5,"learning,training,learn","3571.2,-1529.9","3571.2,-1529.9",1,0.21,"Z2361,0.44142879586396194",
Z11150,Z2408,1,"stretching,stretched,stretch","1795.1,-2242.5","1795.1,-2242.5",1,0.09,"Z2408,0.15790263910507266",
Z11151,Z2408,1,"deformation,deformed,deformations,deformable,bending","1921.5,-2227.4","1921.5,-2227.4",1,0.05,"Z2408,0.13120987537905496",
Z11152,Z2409,1,"cartesian,origin,polar,centered,uniquely,displacement,gauss","1223.6,-2329.9","1223.6,-2329.9",1,0.41,"Z2409,0.4061277964925003",
Z11153,Z2409,1,"coordinates,coordinate","1551.7,-2279.3","1551.7,-2279.3",1,0.29,"Z2409,0.49638154341233737",
Z1996,Z2359,5,"wanted,felt,helped","3142.9,-1325.2","3142.9,-1325.2",1,0.14,"Z2359,0.2639813097258935",
Z11155,Z2410,1,"transformation,transformations","1216.6,-2285.8","1216.6,-2285.8",1,0.33,"Z2410,0.3667784224091643",
Z11156,Z2411,1,"advection,advected","2504.6,-1893.1","2504.6,-1893.1",1,0.05,"Z2411,0.014303249266920545",
Z1995,Z2359,5,"asked,questionnaire","3140.4,-1253.8","3140.4,-1253.8",1,0.18,"Z2359,0.4320018798254635",
Z1688,Z2256,7,"accomplished,accomplish","798.38,-1479.4","798.38,-1479.4",1,0.34,"Z2256,0.22635176375016464",
Z1689,Z2256,7,"operations,operation","738.51,-1550.5","738.51,-1550.5",1,0.32,"Z2256,0.3582070233333535",
Z1686,Z2255,7,"machine,machines","363.93,-1322.7","363.93,-1322.7",1,0.19,"Z2255,0.03138161228851769",
Z1687,Z2255,7,"operator,operators","221.65,-1348.4","221.65,-1348.4",1,0.16,"Z2255,0.023690519651489245",
Z1684,Z2254,7,"bit,bits","371.07,-1053.5","371.07,-1053.5",1,0.07,"Z2254,0.14272022466083858",
Z1685,Z2255,7,"operate,operates,operating","571.55,-1503.5","571.55,-1503.5",1,0.16,"Z2255,0.1674713131072319",
Z1682,Z2253,7,"integer,integers","446.88,-1009","446.88,-1009",1,0.20,"Z2253,0.2602944741100546",
Z1683,Z2254,7,"quantized,quantization","217.1,-1216.1","217.1,-1216.1",1,0.08,"Z2254,0.11980520434410599",
Z1680,Z2252,7,"microscopy,confocal,microscope,microscopic,stained,specimen","98.797,-1567.9","98.797,-1567.9",1,0.03,"Z2252,6.957345967904859E-4",
Z1681,Z2253,7,"index,indices,indexing,indexed","551.99,-1090.2","551.99,-1090.2",1,0.16,"Z2253,0.32600039690729",
Z1264,Z299,2,"multi,variate","3068.9,-753","3068.9,-753",1,0.45,"Z299,0.05617982155352549",
Z3188,Z471,11,"layer,layers,java,toolkit,layered,vtk,roll","3357.30588235,-2914.74117647","3531.8,-2937.4",3,0.21,"Z471,0.43339433084780704","Z11448,Z11449,Z11442,Z11443,Z11446,Z11447,Z11444,Z11445,Z11451,Z11450,Z11453,Z11452,Z11455,Z11454,Z2505,Z2506,Z2507"
Z1265,Z299,2,"dataset,datasets","3042.7,-914.35","3042.7,-914.35",1,0.48,"Z299,0.03978199375944713",
Z1268,Z2101,2,"setup,sufficient","2813.4,-469.9","2813.4,-469.9",1,0.40,"Z2101,0.4913014764233101",
Z1269,Z2101,2,"manuscript,accepted,obtaining","2748.3,-251.29","2748.3,-251.29",1,0.35,"Z2101,0.5883603059777603",
Z129,Z211,4,"colour,coloured,colours","4102.3,-2266.5","4102.3,-2266.5",1,0.02,"Z211,0.07551681307555155",
Z128,Z211,4,"grey,greyscale,ware,interference,flicker","3915.7,-2316.2","3915.7,-2316.2",1,0.09,"Z211,0.10008626439112182",
Z121,Z28,4,"professor,ph,interests","4594.3,-2576.4","4594.3,-2576.4",1,0.02,"Z28,0.08858127686495983",
Z120,Z28,4,"staff,technical,director,chief,senior,chair,executive","4561.8,-2622.4","4561.8,-2622.4",1,0.06,"Z28,0.05555449507474486",
Z123,Z28,4,"cs,bs,shares,advances,builds,lets,avg","4548.2,-2683","4548.2,-2683",1,0.12,"Z28,0.03705908097230583",
Z122,Z28,4,"acm,siggraph,conferences","4428.8,-2701.6","4428.8,-2701.6",1,0.02,"Z28,0.03931460311923323",
Z125,Z29,4,"national,laboratory,foundation","4077.2,-2635.7","4077.2,-2635.7",1,0.17,"Z29,0.3744933370264104",
Z124,Z29,4,"contract,gov,office","4113.6,-2462.8","4113.6,-2462.8",1,0.24,"Z29,0.3706228695966276",
Z127,Z210,4,"fold,resultant,needle,exploded,occupancy,occupied,experimentation","3781.7,-2311.9","3781.7,-2311.9",1,0.04,"Z210,0.10544535600352678",
Z126,Z210,4,"uk,ac,centre","3856.6,-2208.3","3856.6,-2208.3",1,0.03,"Z210,0.12035499961783268",
Z3178,Z467,9,"smaller,sizes,smallest,largest,length,lengths,determined","1735.95714286,-1406.18571429","1868.7,-1440.5",3,0.45,"Z467,0.18072585520876872","Z2476,Z2477,Z11345,Z11344,Z11347,Z11346,Z11348"
Z3179,Z467,9,"increase,increases,factor,increased,increasing,decrease,decreased","2076.9,-1575.01428571","2105.2,-1581",3,0.52,"Z467,0.3972726034675288","Z2478,Z2479,Z11352,Z11353,Z11350,Z11351,Z11349"
Z2179,Z365,8,"triangles,triangle,triangular,strip,strips,triangulated,planar","1091.76666667,-375.553333333","1163.6,-323.32",2,0.21,"Z365,0.2817356095913908","Z1498,Z1497,Z1496"
Z2178,Z365,8,"interior,exterior,treated,treat,treatment","1123.9,-158.843","1149.6,-174.51",2,0.30,"Z365,0.3153203352324006","Z1494,Z1495"
Z2175,Z365,8,"vertices,vertex,polyhedra,polyhedron,sv,polyhedral,midpoint","1336.92,-360.05","1339.1,-351.19",2,0.21,"Z365,0.5009902634937872","Z1488,Z1484,Z1485,Z1486,Z1487"
Z2174,Z365,8,"geometry,geometric,dual,conversely,meshing,terminology","1109.05,-274.065","1180.7,-272.59",2,0.21,"Z365,0.4971058631487468","Z1482,Z1483"
Z3170,Z463,0,"ct,organs,mri,tomography,scanned,ultrasound,soft","1455.8625,-1699.6125","1586.2,-1694.2",3,0.14,"Z463,0.3789511449928046","Z2453,Z2454,Z11278,Z11273,Z11275,Z11274,Z11277,Z11276"
Z2176,Z365,8,"manifold,minimal,maximal,manifolds","1474.95,-196.905","1373.7,-197.62",2,0.21,"Z365,0.46492260732554114","Z1489,Z1490"
Z2171,Z364,8,"guarantee,strict,guaranteed,guarantees,strictly,compact","1330.95,-94.524","1335.8,-86.175",2,0.10,"Z364,0.14853814784980507","Z1477,Z1476"
Z2170,Z363,8,"splitting,split,merging,merged,splits,merge","1730.25,-16.443","1675.2,-68.263",2,0.10,"Z363,0.06840377041536026","Z1475,Z1474"
Z2173,Z364,8,"triangulation,junctions,delaunay,triangulations,junction","1416.7,-76.7565","1434.7,-74.878",2,0.07,"Z364,0.08938891742655658","Z1480,Z1481"
Z2172,Z364,8,"simplified,simplification,simplify,simplifying,simplifies,simplifications","1725.3,-220.865","1667.8,-185.7",2,0.10,"Z364,0.11173955092522164","Z1479,Z1478"
Z11448,Z2506,11,"film,films","3155.1,-2913.1","3155.1,-2913.1",1,0.03,"Z2506,0.00321444273400218",
Z11449,Z2506,11,"austin,texas","3240.1,-2939.4","3240.1,-2939.4",1,0.05,"Z2506,0.001281952795114436",
Z11442,Z2505,11,"external,internal","3214.9,-2758","3214.9,-2758",1,0.30,"Z2505,0.0264977918272501",
Z11443,Z2505,11,"layer,layers,layered","3300.4,-2766.3","3300.4,-2766.3",1,0.21,"Z2505,0.07989287722472374",
Z11440,Z2504,11,"management,manage","3559.2,-2667.2","3559.2,-2667.2",1,0.17,"Z2504,0.4483458903568773",
Z11441,Z2504,11,"manager,managers","3386.6,-2585","3386.6,-2585",1,0.19,"Z2504,0.4009286181254054",
Z11446,Z2506,11,"roll,rolling,pitch,sonification","3193.5,-2802","3193.5,-2802",1,0.05,"Z2506,0.014105112767923098",
Z11447,Z2506,11,"instruments,instrument","3140.7,-2983.8","3140.7,-2983.8",1,0.05,"Z2506,8.589199338691462E-4",
Z11444,Z2506,11,"opening,closing,opened","3321.9,-3027.8","3321.9,-3027.8",1,0.09,"Z2506,0.01722167040680114",
Z11445,Z2506,11,"push,pull,pushed","3471,-2990.2","3471,-2990.2",1,0.09,"Z2506,0.02700354987465875",
Z2319,Z3124,5,"explain,investigate,short,studied,long,investigated,explained","5039.6,-915.435","5093.5,-981.83",2,0.27,"Z3124,0.5502410467477257","Z1875,Z1874,Z1877,Z1876"
Z2318,Z3123,5,"effectively,ability,attention,dramatic,dramatically,obscure","5222.15,-1097.0","5159.7,-1129.1",2,0.40,"Z3123,0.25127965793619883","Z1873,Z1872"
Z1388,Z2138,2,"refers,referred","2345.5,-709.02","2345.5,-709.02",1,0.20,"Z2138,0.15242115341621676",
Z2311,Z3121,5,"groups,group,grouping,grouped,groupings","4859.85,-1515.55","4837,-1531.4",2,0.34,"Z3121,0.22488278229662645","Z1852,Z1851"
Z2310,Z3121,5,"score,scores,match,scoring,matches,matching,matched","5054.65,-1543.75","5077.4,-1516.8",2,0.14,"Z3121,0.12235918062904591","Z1850,Z1849"
Z2313,Z3122,5,"hypothesis,hypotheses,researchers,researcher","4788.25,-1286.7","4764.1,-1228.5",2,0.27,"Z3122,0.55846022946507","Z1859,Z1858"
Z2312,Z3122,5,"diverse,conducted,findings,studies,confirmed,evidence,diversity","4742.82,-1087.314","4809.7,-1140.5",2,0.27,"Z3122,0.5715599511908727","Z1853,Z1857,Z1856,Z1855,Z1854"
Z2315,Z3122,5,"effectiveness,summary,suggest,rank,suggests,suggested,similarities","4765.725,-1377.225","4793.8,-1360.6",2,0.29,"Z3122,0.5007764537439212","Z1864,Z1865,Z1862,Z1863"
Z2314,Z3122,5,"assess,assessment,outcomes,outcome,risk","5025.5,-1606.5","4947.7,-1505.3",2,0.26,"Z3122,0.4939779331551746","Z1860,Z1861"
Z2317,Z3123,5,"analyzing,analyze,analyzed,behavior,behaviors","5065.9,-904.5","5124.7,-1040.5",2,0.29,"Z3123,0.25763692792236403","Z1871,Z1870"
Z2316,Z3123,5,"knowledge,relevant,aspects,guide,guidance,guided,aspect","5094.025,-1354.825","5080.5,-1337.3",2,0.37,"Z3123,0.3496165637343439","Z1868,Z1869,Z1866,Z1867"
Z338,Z415,2,"manuscript,accepted,obtaining,setup,aims,subsequent,aim","3004.82608696,-450.021304348","2949.2,-560.11",3,0.36,"Z415,0.641949541767275","Z1268,Z1269,Z2101,Z2102,Z2103,Z2104,Z2105,Z1282,Z1283,Z1280,Z1281,Z1284,Z1285,Z1279,Z1278,Z1273,Z1272,Z1271,Z1270,Z1277,Z1276,Z1275,Z1274"
Z339,Z416,2,"improve,strong,test,measured,tests,improved,exhibit","3224.53333333,-886.734761905","3202.9,-885.03",3,0.40,"Z416,0.49080447955405626","Z1291,Z1290,Z1293,Z1292,Z1297,Z1294,Z2112,Z2111,Z2110,Z1299,Z1298,Z2108,Z2109,Z2106,Z2107,Z1288,Z1289,Z1286,Z1287,Z1295,Z1296"
Z1426,Z2153,8,"mesh,meshes","1834.8,-660.66","1834.8,-660.66",1,0.17,"Z2153,0.389252400828838",
Z1427,Z2153,8,"bunny,stanford","1765,-764.14","1765,-764.14",1,0.18,"Z2153,0.3583709708436073",
Z2225,Z384,7,"occlusion,occluded,viewpoint,viewpoints,res,mod,void","333.606666667,-1954.6","358.88,-1977",2,0.26,"Z384,0.48977941678481807","Z1611,Z1610,Z1612"
Z2224,Z384,7,"renderer,render,rendered,renderers","219.78,-1879.75","300.2,-1933",2,0.25,"Z384,0.5399774966041269","Z1608,Z1609"
Z2227,Z385,7,"objects,object,sophisticated,assembly,sight,conjunction,imagine","498.45,-1902.35","540.05,-1932.2",2,0.44,"Z385,0.23966426246290612","Z1617,Z1616"
Z2226,Z385,7,"scene,frame,scenes,frames,shot,shots,videos","327.493333333,-2053.7","392.12,-2023.9",2,0.26,"Z385,0.5206473662557414","Z1615,Z1614,Z1613"
Z2221,Z383,7,"pass,passing,passes,passed,essentially","547.03,-2189.35","577.17,-2207.5",2,0.21,"Z383,0.102303955277528","Z1602,Z1603"
Z2220,Z382,7,"accelerated,acceleration,coherence,accelerate,speedup,skipping,coherent","336.516666667,-1775.13333333","445.83,-1813.8",2,0.17,"Z382,0.27459269158437877","Z1600,Z1601,Z1599"
Z2223,Z383,7,"pipeline,stages,stage,pipelines","538.585,-2123.15","604.19,-2117.6",2,0.24,"Z383,0.10179817487668373","Z1606,Z1607"
Z2222,Z383,7,"loading,loaded,load,loads","948.555,-1818.65","901.3,-1919.5",2,0.19,"Z383,0.10435325026169398","Z1604,Z1605"
Z2229,Z386,7,"voxel,voxels,iso,tri,geometrical,cr","603.26,-1753.65","609.42,-1743.3",2,0.22,"Z386,0.4995818050302884","Z1620,Z1621"
Z2228,Z385,7,"camera,keyframes,keyframe,cameras","400.095,-2169.5","397.49,-2131.6",2,0.13,"Z385,0.18721628381705827","Z1619,Z1618"
Z334,Z414,3,"organize,organization,tags,organizing,tag,tagged,clouds","2650.65714286,-3109.21428571","2528.2,-3130.3",3,0.15,"Z414,0.3798625878163358","Z1245,Z293,Z294,Z1246,Z1247,Z1248,Z1249"
Z335,Z414,3,"document,documents,sentences,sentence,themes,title,titles","2215.87,-3075.86","2206.8,-3181.7",3,0.14,"Z414,0.3930629287281639","Z296,Z295,Z1255,Z1254,Z1257,Z1256,Z1251,Z1250,Z1253,Z1252"
Z279,Z329,3,"bundling,bundled,crossings,crossing","3088.25,-3430.6","3070,-3369.7",2,0.07,"Z329,0.10446091919354805","Z1213,Z1212"
Z278,Z329,3,"subgraph,subgraphs,undirected,disconnected,centrality,socialaction","3010.9,-3236.1","2988.1,-3191",2,0.07,"Z329,0.12208962339305605","Z1211,Z1210"
Z275,Z328,3,"company,companies,industry,industrial","2367.75,-3411.2","2360.6,-3318.9",2,0.08,"Z328,0.17500098315320398","Z1204,Z1205"
Z274,Z327,3,"nominal,ordinal,tableau,association,associations,dependencies,rules","2299.3,-2707.82","2343.7,-2750.3",2,0.13,"Z327,0.2450315301369599","Z1199,Z1202,Z1203,Z1200,Z1201"
Z277,Z329,3,"graph,acyclic,graphs,directed,dag","3167.95,-3233.4","3199,-3235.7",2,0.23,"Z329,0.3415833927673388","Z1209,Z1208"
Z276,Z328,3,"business,sales,customers,customer","2436.7,-3254.05","2485.8,-3197.9",2,0.09,"Z328,0.16759789176781587","Z1206,Z1207"
Z271,Z326,3,"stacked,stacking,stack,cleveland,stacks,banking,pie","2120.66666667,-2971.2","2188.6,-2950.2",2,0.14,"Z326,0.18707661680788729","Z1192,Z1193,Z1194"
Z270,Z325,3,"stock,market,stocks,financial,portfolio,price,investment","2840.8,-3550.43333333","2797.9,-3502.5",2,0.03,"Z325,0.0019967678478348353","Z1190,Z1191,Z1189"
Z273,Z327,3,"categorical,bar,bars,tabular,mosaic","2101.45,-2909.05","2249.9,-2904.8",2,0.17,"Z327,0.41287661194236247","Z1198,Z1197"
Z272,Z326,3,"charts,excel,chart,microsoft","2165.1,-2743.4","2242.5,-2814.2",2,0.12,"Z326,0.3225079792250933","Z1196,Z1195"
Z1425,Z2152,2,"background,foreground","2262.4,-996.5","2262.4,-996.5",1,0.38,"Z2152,0.0495219669095884",
Z2423,Z3157,1,"gradient,gradients,derivative,derivatives","2596.65,-2418.05","2650.5,-2378.8",2,0.30,"Z3157,0.2820041673563236","Z11196,Z11197"
Z2422,Z3157,1,"product,unit,units,dot,fx,ds,du","2612.3,-2195.38333333","2630.7,-2228.5",2,0.64,"Z3157,0.18342117165438565","Z11191,Z11195,Z11190,Z11192,Z11193,Z11194"
Z2421,Z3156,1,"aliasing,artifacts,anti,quality,artifact","2211.15,-2612.8","2168.4,-2560.2",2,0.16,"Z3156,0.18671091431694609","Z11189,Z11188"
Z2420,Z3156,1,"sampling,sampled,samples,sample","2158.95,-2474.45","2154,-2477.9",2,0.31,"Z3156,0.478945088958018","Z11187,Z11186"
Z2427,Z3159,1,"radius,circle,circles,radii,circular","2327.8,-2385.6","2366.7,-2294.1",2,0.20,"Z3159,0.4711535513003993","Z11206,Z11207"
Z2426,Z3159,1,"sphere,spheres,spherical,existence,hemisphere,pole","2542.25,-2290.55","2502,-2251.4",2,0.20,"Z3159,0.17584588758076244","Z11204,Z11205"
Z2425,Z3158,1,"scalar,fields,magnitude,trilinear,orders,bilinear,magnitudes","2131.56666667,-2279.33333333","2193.6,-2296.4",2,0.45,"Z3158,0.582213075425757","Z11201,Z11202,Z11203"
Z2424,Z3158,1,"vector,vectors,directions,directional,orthogonal,perpendicular,norm","2037.33333333,-2433.1","2155.5,-2384.5",2,0.37,"Z3158,0.42533951331790654","Z11200,Z11198,Z11199"
Z2429,Z3160,1,"sides,degrees,opposite,freedom,side,arrows,arrow","1478.66666667,-2412.33333333","1642.4,-2402.9",2,0.38,"Z3160,0.42977874449005793","Z11213,Z11212,Z11211"
Z2428,Z3159,1,"radial,rings,ring,angular,sectors,concentric,sector","2578.16666667,-2017.33333333","2471.6,-2086.4",2,0.08,"Z3159,0.12354671861128354","Z11208,Z11209,Z11210"
Z1422,Z2151,2,"colored,coloring","1972.1,-802.08","1972.1,-802.08",1,0.23,"Z2151,0.05387554827826421",
Z1192,Z271,3,"stack,stacks","2167.2,-2902.3","2167.2,-2902.3",1,0.11,"Z271,0.04615826541683617",
Z1423,Z2152,2,"gray,grayscale,saturated,rainbow,hsv","2440.7,-986.6","2440.7,-986.6",1,0.26,"Z2152,0.11972470126323116",
Z1193,Z271,3,"stacked,stacking","2091.5,-2917.6","2091.5,-2917.6",1,0.14,"Z271,0.3024222893509324",
Z1190,Z270,3,"stock,market,stocks","2699,-3586.7","2699,-3586.7",1,0.03,"Z270,0.13389227996741743",
Z11334,Z2472,9,"estimate,estimated,estimation,estimates,estimating","2421.6,-1758.1","2421.6,-1758.1",1,0.31,"Z2472,0.19187466404096457",
Z11335,Z2472,9,"error,errors","2251.8,-1713.1","2251.8,-1713.1",1,0.45,"Z2472,0.3646458253173979",
Z11336,Z2472,9,"procedure,procedures","2345.8,-1651.7","2345.8,-1651.7",1,0.35,"Z2472,0.06320181399362185",
Z11337,Z2473,9,"accurate,accuracy,accurately","2637.2,-1686","2637.2,-1686",1,0.25,"Z2473,0.39391578594468524",
Z11330,Z2470,9,"preserving,preserves,preservation","2617.4,-1415.4","2617.4,-1415.4",1,0.14,"Z2470,0.338518132903185",
Z11331,Z2470,9,"preserved,preserve","2484.7,-1274","2484.7,-1274",1,0.16,"Z2470,0.4037615040565073",
Z11332,Z2471,9,"np,greedy","2670.7,-1503.5","2670.7,-1503.5",1,0.13,"Z2471,0.29733946319678095",
Z11333,Z2471,9,"heuristic,heuristics","2700.8,-1459.4","2700.8,-1459.4",1,0.09,"Z2471,0.23864459551454673",
Z1196,Z272,3,"charts,chart","2197.7,-2721.4","2197.7,-2721.4",1,0.10,"Z272,0.2610332015244023",
Z11338,Z2473,9,"mechanical,turk,workers","2625.8,-1736.9","2625.8,-1736.9",1,0.25,"Z2473,0.25728390858587485",
Z11339,Z2473,9,"correct,correctly,incorrect","2465.4,-1714.1","2465.4,-1714.1",1,0.25,"Z2473,0.22276253805698967",
Z1197,Z273,3,"categorical,tabular,mosaic","2099.7,-2856.5","2099.7,-2856.5",1,0.21,"Z273,0.3188425673767824",
Z1211,Z278,3,"subgraph,subgraphs,undirected","3098.2,-3236.6","3098.2,-3236.6",1,0.06,"Z278,0.17957972091306612",
Z1210,Z278,3,"disconnected,centrality,socialaction","2923.6,-3235.6","2923.6,-3235.6",1,0.11,"Z278,0.16661502598876343",
Z1213,Z279,3,"crossings,crossing","3048.9,-3414.1","3048.9,-3414.1",1,0.14,"Z279,0.05744398049228704",
Z1212,Z279,3,"bundling,bundled","3127.6,-3447.1","3127.6,-3447.1",1,0.04,"Z279,0.07383703804386271",
Z1215,Z280,3,"link,links","3115.5,-3498.4","3115.5,-3498.4",1,0.30,"Z280,0.4315309693519708",
Z1194,Z271,3,"cleveland,pie,banking","2103.3,-3093.7","2103.3,-3093.7",1,0.03,"Z271,0.0332669753826065",
Z1217,Z281,3,"connection,connections","3104.1,-3546","3104.1,-3546",1,0.25,"Z281,0.11888844826398519",
Z1216,Z280,3,"diagrams,diagram","2972.4,-3525.1","2972.4,-3525.1",1,0.16,"Z280,0.13229047926952806",
Z1219,Z282,3,"metaphor,metaphors","2940.2,-2965","2940.2,-2965",1,0.24,"Z282,0.20356892861222448",
Z1218,Z281,3,"relations,relation","3084.4,-3614.5","3084.4,-3614.5",1,0.19,"Z281,0.0420890042438997",
Z11232,Z2436,0,"tumor,tumors","1864.2,-1943.7","1864.2,-1943.7",1,0.02,"Z2436,0.0625299489481949",
Z1421,Z2151,2,"cyan,yellow,magenta","2080.5,-700.49","2080.5,-700.49",1,0.19,"Z2151,0.2331850641578666",
Z1529,Z2192,8,"complexes,simplicial,reeb,persistence","1013.8,-468.93","1013.8,-468.93",1,0.04,"Z2192,0.09019841566979556",
Z1528,Z2192,8,"morse,smale","1021.2,-569.66","1021.2,-569.66",1,0.03,"Z2192,0.1315616387692713",
Z1523,Z2189,8,"stable,stability,unstable,instability","1475,-918.08","1475,-918.08",1,0.13,"Z2189,0.038313309258040634",
Z1522,Z2189,8,"evolution,evolving,evolve","1550.6,-931.31","1550.6,-931.31",1,0.18,"Z2189,0.03609864685536482",
Z1521,Z2188,8,"ridge,ridges","1109.1,-703.54","1109.1,-703.54",1,0.03,"Z2188,0.04447559894099737",
Z1520,Z2188,8,"extrema,extremum,cancellation","1007.6,-702.65","1007.6,-702.65",1,0.03,"Z2188,0.07189950712120709",
Z1527,Z2191,8,"simplices,simplex","1397.3,-596.95","1397.3,-596.95",1,0.03,"Z2191,0.12340039966776797",
Z1526,Z2191,8,"homology,homotopy,emphasizes,disc,qualities,artificial,pseudo","1372.9,-526.43","1372.9,-526.43",1,0.03,"Z2191,0.10183280052235165",
Z1525,Z2190,8,"zeros,attachment,dependence,food,nx,tech,subsystem","1201.6,-800.52","1201.6,-800.52",1,0.05,"Z2190,0.0698849096702778",
Z1524,Z2190,8,"attracting,repelling","1313.2,-853.87","1313.2,-853.87",1,0.01,"Z2190,0.055286645340660016",
Z1859,Z2313,5,"hypothesis,hypotheses","4697.7,-1272.5","4697.7,-1272.5",1,0.17,"Z2313,0.19771032980064956",
Z1858,Z2313,5,"researchers,researcher","4878.8,-1300.9","4878.8,-1300.9",1,0.18,"Z2313,0.2243734380923331",
Z1853,Z2312,5,"conducted,findings,studies,evidence","4758.6,-1037.8","4758.6,-1037.8",1,0.27,"Z2312,0.5599218525355307",
Z1852,Z2311,5,"groups,group","4793.7,-1437.7","4793.7,-1437.7",1,0.34,"Z2311,0.5738605850220189",
Z1851,Z2311,5,"grouping,grouped,groupings","4926,-1593.4","4926,-1593.4",1,0.20,"Z2311,0.2471415305749273",
Z1850,Z2310,5,"score,scores,scoring","5045.8,-1618","5045.8,-1618",1,0.06,"Z2310,0.11850658806159607",
Z1857,Z2312,5,"diverse,diversity","4664.9,-1054.9","4664.9,-1054.9",1,0.32,"Z2312,0.3903195596567403",
Z1856,Z2312,5,"confirmed,confirm","4778.5,-958.37","4778.5,-958.37",1,0.34,"Z2312,0.392973882261425",
Z1855,Z2312,5,"empirical,empirically","4680.2,-1201","4680.2,-1201",1,0.34,"Z2312,0.39246476990551504",
Z1854,Z2312,5,"lack,systematic","4831.9,-1184.5","4831.9,-1184.5",1,0.31,"Z2312,0.3926116586527192",
Z11200,Z2424,1,"directions,directional,perpendicular","1969.7,-2446.6","1969.7,-2446.6",1,0.31,"Z2424,0.23544353177821664",
Z11201,Z2425,1,"scalar,fields","2239.8,-2250.1","2239.8,-2250.1",1,0.45,"Z2425,0.4382105103207378",
Z11202,Z2425,1,"magnitude,orders,magnitudes","2042.9,-2316.1","2042.9,-2316.1",1,0.34,"Z2425,0.07331170006694902",
Z11203,Z2425,1,"trilinear,bilinear","2112,-2271.8","2112,-2271.8",1,0.11,"Z2425,0.05855287618417312",
Z11204,Z2426,1,"hemisphere,existence,pole","2498.5,-2308.6","2498.5,-2308.6",1,0.24,"Z2426,0.3790356280370626",
Z11205,Z2426,1,"sphere,spheres,spherical","2586,-2272.5","2586,-2272.5",1,0.20,"Z2426,0.47714629871309444",
Z11206,Z2427,1,"radius,radii","2285.3,-2377.2","2285.3,-2377.2",1,0.31,"Z2427,0.2896622486239695",
Z11207,Z2427,1,"circle,circles,circular","2370.3,-2394","2370.3,-2394",1,0.14,"Z2427,0.1927116788633158",
Z11208,Z2428,1,"radial,angular,concentric,circumference","2598.5,-2043.4","2598.5,-2043.4",1,0.10,"Z2428,0.10092255634301148",
Z11209,Z2428,1,"rings,ring","2513.1,-2009.2","2513.1,-2009.2",1,0.03,"Z2428,0.05585869400159145",
Z1329,Z2123,2,"ensure,ensures","3045.5,-1262.1","3045.5,-1262.1",1,0.36,"Z2123,0.055770771302320304",
Z1328,Z2123,2,"drawbacks,drawback,suffer","3064.4,-1214.7","3064.4,-1214.7",1,0.18,"Z2123,0.05380661889073779",
Z1459,Z2166,8,"dashed,dotted","1516.4,-84.775","1516.4,-84.775",1,0.41,"Z2166,0.5185016891565777",
Z1458,Z2166,8,"edge,edges","1680.7,-229.7","1680.7,-229.7",1,0.41,"Z2166,0.6170924028277049",
Z1457,Z2165,8,"tetrahedral,tetrahedron,tetrahedra","1889.4,-806.89","1889.4,-806.89",1,0.06,"Z2165,0.21287402233455005",
Z1456,Z2165,8,"diagonal,diagonals","1796.6,-823.87","1796.6,-823.87",1,0.17,"Z2165,0.1175861909778198",
Z1327,Z2123,2,"dominant,dominated,comparable,compares","3041.5,-1126.5","3041.5,-1126.5",1,0.24,"Z2123,0.05246949666928488",
Z1454,Z2164,8,"curvilinear,nasa,fin","1777.8,-360.38","1777.8,-360.38",1,0.02,"Z2164,0.03540919747739565",
Z1453,Z2164,8,"unstructured,structured,rectilinear","1985.1,-182.53","1985.1,-182.53",1,0.13,"Z2164,0.11987191371516923",
Z1320,Z2121,2,"true,false","2721.7,-802.75","2721.7,-802.75",1,0.37,"Z2121,0.01664496768566305",
