name,parent,clusterid,label,compute_pos,svg_pos,model_level,percentage,mi,children
Z2481,Z3180,11,"request,requests,requested,supplied,supply,pruning,discrimination","2947.95,-2692.25","2944,-2681.1",2,0.10,"Z3180,0.18031043729557586","Z11356,Z11357"
Z2480,Z3180,11,"message,messages,communicate,communication,communicating","2843.2,-2666.2","2903.3,-2637",2,0.08,"Z3180,0.06155730117143218","Z11354,Z11355"
Z2483,Z3181,11,"server,client,servers,clients,download,compatible,mice","3159.25,-2510.35","3048.3,-2504.7",2,0.11,"Z3181,0.311887746670366","Z11363,Z11362"
Z2482,Z3181,11,"remote,sends,resources,protocol,resource,sensing,sending","2791.7,-2553.25","2858.7,-2542.5",2,0.11,"Z3181,0.28804638124032805","Z11359,Z11361,Z11360,Z11358"
Z1807,Z2301,6,"icons,icon,iconic","2781.2,-1953","2781.2,-1953",1,0.15,"Z2301,0.03111351910256613",
Z3171,Z464,9,"neighborhood,neighbor,neighborhoods,boundary,closest,closer,voronoi","2150.61666667,-1308.8","2141.8,-1330",3,0.28,"Z464,0.2235134381621234","Z2456,Z2455,Z11279,Z11280,Z11281,Z11282"
Z11392,Z2492,11,"displays,displaying","3979.6,-2842.7","3979.6,-2842.7",1,0.27,"Z2492,0.20658722614094938",
Z11393,Z2492,11,"hidden,hide,moved","4086.1,-2983","4086.1,-2983",1,0.34,"Z2492,0.20340933655261806",
Z11390,Z2492,11,"screen,viewing,screens","3927.3,-2948.4","3927.3,-2948.4",1,0.18,"Z2492,0.2617159013184472",
Z11391,Z2492,11,"switch,switching,switches","3999.1,-3011.4","3999.1,-3011.4",1,0.31,"Z2492,0.21193170294063657",
Z11396,Z2493,11,"menu,menus","3690.1,-2457.4","3690.1,-2457.4",1,0.24,"Z2493,0.42880411766744475",
Z11397,Z2493,11,"button,mouse,buttons","3602.6,-2481.2","3602.6,-2481.2",1,0.21,"Z2493,0.48620472302092366",
Z18,Z24,4,"altitude,flight","4018.6,-1970.3","4018.6,-1970.3",1,0.08,"Z24,0.0747776300430701",
Z19,Z24,4,"terrain,elevation","4323.1,-2076.4","4323.1,-2076.4",1,0.02,"Z24,0.09176637458657196",
Z16,Z23,4,"landscape,landscapes,mountain,valley","4027.1,-2108.3","4027.1,-2108.3",1,0.05,"Z23,0.05571613251884909",
Z17,Z23,4,"height,width,heights","3984.7,-2014.4","3984.7,-2014.4",1,0.22,"Z23,0.015647420823074465",
Z14,Z22,4,"buildings,urban","4188,-2650.1","4188,-2650.1",1,0.02,"Z22,0.08444483774758353",
Z15,Z22,4,"plant,plants","4116.6,-2519","4116.6,-2519",1,0.05,"Z22,0.060272929957259934",
Z12,Z21,4,"plans,planned,architectural,prefetching","3921,-2166.4","3921,-2166.4",1,0.05,"Z21,0.00810576566730347",
Z13,Z21,4,"landmarks,landmark","3983.1,-2208.3","3983.1,-2208.3",1,0.04,"Z21,0.002768426824816195",
Z11,Z21,4,"walk,walking","3846,-2323.2","3846,-2323.2",1,0.05,"Z21,0.030611239469809287",
Z1299,Z2112,2,"stronger,strength","3271.4,-632.02","3271.4,-632.02",1,0.28,"Z2112,0.3519018704297558",
Z1298,Z2112,2,"strong,weak","3400,-709.07","3400,-709.07",1,0.18,"Z2112,0.35691446674423677",
Z1749,Z2279,6,"million,millions,massive","3780.9,-2057.6","3780.9,-2057.6",1,0.19,"Z2279,0.04666037932450646",
Z1748,Z2279,6,"count,counts,counting","3787.4,-2146.2","3787.4,-2146.2",1,0.18,"Z2279,0.16714728238212878",
Z1743,Z2276,6,"cp,plates","3513.9,-1573.9","3513.9,-1573.9",1,0.13,"Z2276,0.10291029717694404",
Z1742,Z2276,6,"workstations,workstation,silicon","3587.4,-1630.4","3587.4,-1630.4",1,0.12,"Z2276,0.22369287498761622",
Z1741,Z2275,6,"magnification,magnified","3837.4,-1774.4","3837.4,-1774.4",1,0.04,"Z2275,0.029019273964685444",
Z1740,Z2275,6,"aperture,focal,glass,behaviour,nt,suite,spatialization","3854.4,-1862.4","3854.4,-1862.4",1,0.03,"Z2275,0.030479976047919768",
Z1747,Z2278,6,"routine,routines","3585.6,-1687.2","3585.6,-1687.2",1,0.12,"Z2278,0.12217477101053309",
Z1746,Z2278,6,"supercomputer,cray,massively,supercomputers,computers","3511.8,-1618","3511.8,-1618",1,0.05,"Z2278,0.10017828871633974",
Z1745,Z2277,6,"ion,ed,ions,te,da","3283.2,-1668.9","3283.2,-1668.9",1,0.14,"Z2277,0.15942647597038928",
Z1744,Z2277,6,"lo,ll","3434.4,-1662.7","3434.4,-1662.7",1,0.07,"Z2277,0.19927202024187624",
Z1349,Z2128,2,"online,august","2871.9,-310.54","2871.9,-310.54",1,0.27,"Z2128,0.5714764199740437",
Z1348,Z2128,2,"posted,march","2787,-193.76","2787,-193.76",1,0.27,"Z2128,0.569245974867191",
Z1347,Z2127,2,"account,taking","3177.7,-268.04","3177.7,-268.04",1,0.37,"Z2127,0.1184968084727206",
Z1346,Z2127,2,"takes,place,advantage,completely","3250,-312.06","3250,-312.06",1,0.49,"Z2127,0.17010005267559325",
Z1345,Z2126,2,"notice,middle,ideally,versus,approximately,initially,experimentally","2939.3,-194.42","2939.3,-194.42",1,0.32,"Z2126,0.1347301116021766",
Z1344,Z2126,2,"manner,fall,falls,inspired","2921.3,-248.12","2921.3,-248.12",1,0.56,"Z2126,0.18845671764445482",
Z1343,Z2125,2,"reprints,tvcgcomputer,org,send","3022.8,-219.23","3022.8,-219.23",1,0.29,"Z2125,0.5968957380606233",
Z1342,Z2125,2,"mail,december","3174.4,-321.75","3174.4,-321.75",1,0.29,"Z2125,0.5968957380606233",
Z1341,Z2124,2,"extent,surrounding,extents,outer","2914,-1214.2","2914,-1214.2",1,0.34,"Z2124,0.06336327246690358",
Z1340,Z2124,2,"affect,affects,affected,effects","2736.8,-1335.8","2736.8,-1335.8",1,0.30,"Z2124,0.06537403090025434",
Z1901,Z2328,5,"labeled,mixture,lda,alternatively,wise","4155,-206.79","4155,-206.79",1,0.21,"Z2328,0.47581578950931325",
Z1900,Z2327,5,"automatic,automatically,automated","4051.9,-331.83","4051.9,-331.83",1,0.28,"Z2327,0.30098521618939084",
Z1903,Z2329,5,"realized,realize,realization,structural","4105.6,-162.67","4105.6,-162.67",1,0.19,"Z2329,0.03853121177694789",
Z1902,Z2328,5,"labels,label,labeling","4204.5,-396.69","4204.5,-396.69",1,0.20,"Z2328,0.46749149310517424",
Z1905,Z2330,5,"expanded,expand,expanding","3459.3,-391.65","3459.3,-391.65",1,0.20,"Z2330,0.16416641938819687",
Z1904,Z2329,5,"integration,integrated,integrating,integrate,integrates","4128.9,-374.99","4128.9,-374.99",1,0.38,"Z2329,0.28713247510254586",
Z1907,Z2331,5,"relationships,relationship","3710.1,-517.62","3710.1,-517.62",1,0.27,"Z2331,0.4266853236483575",
Z1906,Z2330,5,"expansion,taylor,hessian,descent","3743,-211.98","3743,-211.98",1,0.11,"Z2330,0.0270578938886754",
Z1909,Z2332,5,"subsets,subset","4239,-586.57","4239,-586.57",1,0.26,"Z2332,0.15293460536627534",
Z1908,Z2331,5,"comprehension,comprehend","3483.3,-544.79","3483.3,-544.79",1,0.34,"Z2331,0.5580854020399866",
Z1325,Z2123,2,"precisely,precise,exact","3115.5,-1170.7","3115.5,-1170.7",1,0.34,"Z2123,0.08910424696844885",
Z1324,Z2123,2,"roughly,fewer,rough,firstly","2893.1,-1308.4","2893.1,-1308.4",1,0.29,"Z2123,0.10247005771121169",
Z1455,Z2164,8,"proceed,newly,advance,priori,prescribed,consequence,equals","2062.4,-172.83","2062.4,-172.83",1,0.19,"Z2164,0.014657954088381005",
Z1326,Z2123,2,"identical,prevent,caused,half,causing,severe","3009.3,-1082.4","3009.3,-1082.4",1,0.39,"Z2123,0.08124261185008681",
Z1321,Z2121,2,"configuration,configurations","2724.4,-714.29","2724.4,-714.29",1,0.26,"Z2121,0.013548743023299826",
Z1452,Z2163,8,"cracks,crack,tolerance","1655.2,-745.1","1655.2,-745.1",1,0.03,"Z2163,0.09932006606531743",
Z1323,Z2122,2,"uni,de,stuttgart,germany","2919.5,-746.46","2919.5,-746.46",1,0.08,"Z2122,0.03687832232889811",
Z1322,Z2122,2,"additionally,problematic","2996.6,-852.39","2996.6,-852.39",1,0.26,"Z2122,0.17274518134417044",
Z1633,Z2235,7,"xyz,gamut,realtime,bump,facing","789.92,-1796.5","789.92,-1796.5",1,0.08,"Z2235,0.147859584240571",
Z1632,Z2235,7,"rgb,luminance,rgba","910.69,-1653.9","910.69,-1653.9",1,0.21,"Z2235,0.3683055066033013",
Z1631,Z2234,7,"pixel,pixels","1205.5,-1522.1","1205.5,-1522.1",1,0.38,"Z2234,0.33365596152155125",
Z1630,Z2234,7,"visible,visibility","1241.6,-1568.6","1241.6,-1568.6",1,0.29,"Z2234,0.3038273002530215",
Z1637,Z2237,7,"synthesis,synthesized,appearance,distracting","408.6,-1599.8","408.6,-1599.8",1,0.16,"Z2237,0.0840197376716825",
Z1636,Z2237,7,"textured,texturing","252.87,-1684.2","252.87,-1684.2",1,0.10,"Z2237,0.1572480964021385",
Z1635,Z2236,7,"texels,texel","328.67,-1637.7","328.67,-1637.7",1,0.17,"Z2236,0.42716067698823224",
Z1634,Z2236,7,"texture,textures","381.26,-1681.8","381.26,-1681.8",1,0.16,"Z2236,0.41084254988013913",
Z1639,Z2238,7,"calibration,tracker,mounted,cm,voltage,electrical","1256.9,-2007","1256.9,-2007",1,0.01,"Z2238,0.027744974716300597",
Z1638,Z2238,7,"floor,ceiling,room,held,stay","1244.3,-1944.2","1244.3,-1944.2",1,0.10,"Z2238,0.061706823366605705",
Z11011,Z2366,5,"limit,limits,limiting,achieving","4150.4,-792.69","4150.4,-792.69",1,0.22,"Z2366,0.1277578163334334",
Z11010,Z2366,5,"benefits,benefit,beneficial","4191.2,-748.66","4191.2,-748.66",1,0.30,"Z2366,0.1566048715428885",
Z11013,Z2367,5,"incorporating,incorporate,incorporated","4374.2,-790.62","4374.2,-790.62",1,0.35,"Z2367,0.05372410183656831",
Z11012,Z2367,5,"applicable,applicability","4486.5,-503.68","4486.5,-503.68",1,0.23,"Z2367,0.07657453126665822",
Z11015,Z2367,5,"desirable,undesirable","4436.4,-559.12","4436.4,-559.12",1,0.25,"Z2367,0.01986798705656257",
Z11014,Z2367,5,"consideration,considerations","4276,-730.6","4276,-730.6",1,0.25,"Z2367,0.0449356127085424",
Z11017,Z2368,5,"generalized,generalization,generalize,notion","4447.3,-864.04","4447.3,-864.04",1,0.32,"Z2368,0.13127578814029447",
Z11016,Z2367,5,"criterion,criteria","4436.8,-732.46","4436.8,-732.46",1,0.19,"Z2367,0.00822050227859138",
Z11019,Z2368,5,"carried,carry","4494.2,-818.7","4494.2,-818.7",1,0.24,"Z2368,0.030077845228399756",
Z11018,Z2368,5,"arise,arises,arising","4281.7,-812.39","4281.7,-812.39",1,0.22,"Z2368,0.040364121446187846",
Z1127,Z251,3,"york,ny,american","2396.9,-3040.6","2396.9,-3040.6",1,0.17,"Z251,0.18982843610820552",
Z1126,Z250,3,"themeriver,river","2575.1,-2981.9","2575.1,-2981.9",1,0.03,"Z250,0.0451074329703672",
Z1125,Z250,3,"iraq,military,foreign,international,ultimately,accounts,validity","2574.4,-3072.3","2574.4,-3072.3",1,0.05,"Z250,0.09051753160467936",
Z1124,Z250,3,"community,communities","2516.8,-3028.3","2516.8,-3028.3",1,0.31,"Z250,0.12112478761229384",
Z1123,Z250,3,"stories,story","2546.8,-2866.2","2546.8,-2866.2",1,0.07,"Z250,0.13619409310986264",
Z1122,Z249,3,"live,historical,progress","2471,-2849.8","2471,-2849.8",1,0.17,"Z249,0.25047501794668703",
Z1121,Z249,3,"engagement,experiences,narrative","2511.9,-2717.8","2511.9,-2717.8",1,0.17,"Z249,0.2542001561276851",
Z1120,Z249,3,"social,public,political,blogs,blog,insights,focused","2309.3,-2860.7","2309.3,-2860.7",1,0.12,"Z249,0.3372138078633348",
Z1129,Z251,3,"broad,broader","2430.6,-3084.6","2430.6,-3084.6",1,0.24,"Z251,0.15805400846088075",
Z1128,Z251,3,"feed,rss","2451.5,-2893.8","2451.5,-2893.8",1,0.08,"Z251,0.20388998029894106",
Z2108,Z339,2,"test,tests,tested,testing,check,checking,checked","3325.65,-849.5","3331.1,-855.11",2,0.31,"Z339,0.11680321963009352","Z1291,Z1290"
Z2109,Z339,2,"measured,measurement,measurements,significantly,measuring","3344.95,-732.09","3282,-796.34",2,0.32,"Z339,0.10484430729845289","Z1293,Z1292"
Z2100,Z337,2,"corresponds,interval,correspond,intervals","3141.0,-686.39","3125.9,-701.03",2,0.28,"Z337,0.34834594679344577","Z1266,Z1267"
Z2101,Z338,2,"manuscript,accepted,obtaining,setup,sufficient","2780.85,-360.595","2836.2,-425.75",2,0.36,"Z338,0.6322026007512609","Z1268,Z1269"
Z2102,Z338,2,"aims,aim,contributions,practice,inspection,inspect,equivalent","2995.45,-499.5375","2983.3,-511.73",2,0.37,"Z338,0.5809472203350649","Z1273,Z1272,Z1271,Z1270"
Z2103,Z338,2,"concepts,idea,concept,suitable,parts,depending,natural","2867.875,-450.395","2897.1,-469.78",2,0.36,"Z338,0.5781477465708273","Z1277,Z1276,Z1275,Z1274"
Z2104,Z338,2,"subsequent,illustrates,combination,settings,strongly,illustrated,setting","3109.24,-468.724","3059,-478.59",2,0.38,"Z338,0.5565085909021855","Z1282,Z1280,Z1281,Z1279,Z1278"
Z2105,Z338,2,"specifically,potential,demonstrate,demonstrated,similarly,demonstrates,potentially","3216.46666667,-389.906666667","3124.8,-430.38",2,0.38,"Z338,0.5534121493298049","Z1283,Z1284,Z1285"
Z2106,Z339,2,"recent,years,recently,year","3101.6,-917.71","3125.6,-925.82",2,0.66,"Z339,0.12589378805053458","Z1286,Z1287"
Z2107,Z339,2,"improve,improved,improvements,improvement,improving,improves","3116.05,-1049.8","3195,-973.08",2,0.43,"Z339,0.21979574503939592","Z1288,Z1289"
Z398,Z439,7,"traversal,traversed,traversing,traverse,pointers,frustum,pointer","349.315,-1178.26666667","377.87,-1234.6",3,0.10,"Z439,0.1421633035664289","Z2257,Z2258,Z1694,Z1691,Z1693,Z1692"
Z399,Z439,7,"update,updates,maintain,updated,incremental,updating,maintaining","467.565,-1297.3","484.16,-1256.7",3,0.17,"Z439,0.13733757020541043","Z2260,Z2259,Z1698,Z1695,Z1697,Z1696"
Z396,Z439,7,"index,integer,quantized,indices,quantization,bit,integers","391.131666667,-1095.7","405.26,-1146.6",3,0.19,"Z439,0.3511326628063111","Z1684,Z1682,Z1683,Z1681,Z2253,Z2254"
Z397,Z439,7,"operations,operation,performing,accomplished,operate,accomplish,operates","577.38,-1453.6625","595.22,-1415.3",3,0.26,"Z439,0.22596278422924865","Z1688,Z1689,Z1686,Z1687,Z1685,Z2255,Z2256,Z1690"
Z394,Z439,7,"run,runs,execution,memory,running,executed,mb","384.564545455,-1430.36363636","454.01,-1454.7",3,0.30,"Z439,0.4068332896404654","Z2247,Z2249,Z2248,Z1660,Z1661,Z1662,Z1663,Z1664,Z1665,Z1666,Z1667"
Z395,Z439,7,"stores,stored,store,storing,storage,processed,efficiently","181.748875,-1561.5375","261.7,-1489.2",3,0.24,"Z439,0.5353525345265537","Z1680,Z2250,Z2251,Z2252,Z1677,Z1676,Z1675,Z1674,Z1673,Z1672,Z1671,Z1670,Z1679,Z1678,Z1668,Z1669"
Z392,Z438,7,"lighting,silhouette,silhouettes,shading,lights,photorealistic,shaded","948.75875,-1902.325","884.9,-1822.5",3,0.13,"Z438,0.34957533366789684","Z2244,Z2243,Z1651,Z1650,Z1653,Z1652,Z1654,Z1649"
Z393,Z438,7,"specular,diffuse,phong,illumination,reflection,ambient,illuminated","753.837142857,-2056.47142857","807.61,-2043.1",3,0.07,"Z438,0.1668136479388856","Z2246,Z2245,Z1659,Z1658,Z1655,Z1657,Z1656"
Z390,Z437,7,"video,accompanying,projector,projectors,floor,seams,ceiling","1096.559,-2010.9","1104.6,-2010",3,0.08,"Z437,0.10830604674749589","Z2238,Z2239,Z2240,Z1639,Z1638,Z1642,Z1643,Z1640,Z1641,Z1644"
Z391,Z437,7,"virtual,immersive,device,reality,cave,devices,stereo","1207.03333333,-1799.43333333","1126.7,-1814.1",3,0.08,"Z437,0.10249407977431174","Z2242,Z2241,Z1648,Z1646,Z1647,Z1645"
Z158,Z223,4,"temporal,spatio","4437.2,-2469.3","4437.2,-2469.3",1,0.19,"Z223,0.3776534234926236",
Z159,Z223,4,"temporally,spatially,spatiotemporal","4661.4,-2579.1","4661.4,-2579.1",1,0.28,"Z223,0.24852485526688123",
Z154,Z221,4,"trigger,triggered,hovering","4300,-2735.2","4300,-2735.2",1,0.06,"Z221,0.07634635736104597",
Z155,Z221,4,"instances,instance","4514.6,-2727.4","4514.6,-2727.4",1,0.39,"Z221,0.04070168811342114",
Z156,Z222,4,"occurs,occur","4279.1,-2584.1","4279.1,-2584.1",1,0.49,"Z222,0.08705254212287707",
Z157,Z222,4,"occurrence,occurrences,occurring","4253.7,-2654.4","4253.7,-2654.4",1,0.13,"Z222,0.2281921469740252",
Z150,Z219,4,"occurred,duration,coast,june,migration,earthquake,alert","4252.1,-2508.8","4252.1,-2508.8",1,0.23,"Z219,0.23946040617894515",
Z151,Z219,4,"history,histories","4307,-2401.7","4307,-2401.7",1,0.24,"Z219,0.1872887298438533",
Z152,Z220,4,"events,event","4326.2,-2501.6","4326.2,-2501.6",1,0.15,"Z220,0.3989231902061937",
Z153,Z220,4,"timeline,timelines","4269.4,-2325.7","4269.4,-2325.7",1,0.18,"Z220,0.34088624368317777",
Z11525,Z2532,10,"divergence,streak,laplacian,identity,fairing","1192.9,-3142.8","1192.9,-3142.8",1,0.21,"Z2532,0.25734767744943354",
Z11524,Z2532,10,"seeding,seeded","1361.9,-3181.3","1361.9,-3181.3",1,0.17,"Z2532,0.34270918634026415",
Z11527,Z2533,10,"flow,flows","1068.2,-3085.8","1068.2,-3085.8",1,0.06,"Z2533,0.16188051557339384",
Z11526,Z2533,10,"inflow,outflow","1125.8,-3196.6","1125.8,-3196.6",1,0.10,"Z2533,0.23110764163342934",
Z11521,Z2531,10,"unsteady,steady","1377.2,-2827.9","1377.2,-2827.9",1,0.07,"Z2531,0.23749884291128487",
Z11520,Z2531,10,"bubble,bubbles,breakdown","1443.6,-3034.9","1443.6,-3034.9",1,0.10,"Z2531,0.073632864448852",
Z11523,Z2532,10,"streamlines,streamline","1455.2,-3241.7","1455.2,-3241.7",1,0.13,"Z2532,0.34156670588582344",
Z11522,Z2531,10,"pathlines,pathline","1358.8,-3028.5","1358.8,-3028.5",1,0.02,"Z2531,0.05036433908082195",
Z11529,Z2534,10,"grow,grows,growing,growth","1120.3,-2912.5","1120.3,-2912.5",1,0.15,"Z2534,0.17260591717727736",
Z11528,Z2534,10,"seed,seeds","1185,-2981.2","1185,-2981.2",1,0.07,"Z2534,0.0890235228308715",
Z2250,Z395,7,"stores,stored,store,storing,storage,processed","44.36,-1449.25","79.767,-1471.8",2,0.24,"Z395,0.541659429014268","Z1668,Z1669"
Z2251,Z395,7,"efficiently,efficiency,requirements,overhead,octree,implementations,requirement","309.713333333,-1563.43333333","343.07,-1542.6",2,0.26,"Z395,0.4876237549260184","Z1672,Z1671,Z1670"
Z2252,Z395,7,"propagation,propagate,waves,propagated,conversion,wave,convert","161.298125,-1601.3375","176.9,-1570.7",2,0.38,"Z395,0.28323842823114864","Z1680,Z1677,Z1676,Z1675,Z1674,Z1673,Z1679,Z1678"
Z2253,Z396,7,"index,integer,indices,integers,indexing,indexed","499.435,-1049.6","467.77,-1055",2,0.19,"Z396,0.19119476594866167","Z1682,Z1681"
Z2254,Z396,7,"quantized,quantization,bit,bits","294.085,-1134.8","291.98,-1150.4",2,0.09,"Z396,0.12101153967642443","Z1684,Z1683"
Z2255,Z397,7,"operate,operates,machine,operator,operating,operators,machines","385.71,-1391.53333333","384.25,-1410.7",2,0.29,"Z397,0.4142160947582719","Z1686,Z1687,Z1685"
Z2256,Z397,7,"operations,operation,performing,accomplished,accomplish,performs","784.963333333,-1518.1","722.77,-1489.7",2,0.25,"Z397,0.4943850161796243","Z1688,Z1689,Z1690"
Z2257,Z398,7,"traversal,traversed,traversing,traverse,pointers,pointer","422.345,-1152.1","449.06,-1190.6",2,0.10,"Z398,0.27473614762901577","Z1691,Z1692"
Z2258,Z398,7,"frustum,culling,conservative,quadtree,pyramid,fidelity,hz","254.7,-1180.15","292.74,-1214.5",2,0.04,"Z398,0.0740417066501273","Z1694,Z1693"
Z2259,Z399,7,"maintain,maintaining,maintained,maintains,selective,selectively,exposure","604.815,-1171.65","627.75,-1184.8",2,0.28,"Z399,0.267587235304557","Z1695,Z1696"
Z1488,Z2175,8,"sv,cv,pipe,bsp,discharge,attractive,sediment","1400.7,-417.5","1400.7,-417.5",1,0.23,"Z2175,0.2955074213611431",
Z1135,Z254,3,"open,ended","2618.1,-2652.3","2618.1,-2652.3",1,0.30,"Z254,0.054523652897485266",
Z1489,Z2176,8,"manifold,manifolds","1472.9,-264.97","1472.9,-264.97",1,0.12,"Z2176,0.09618464934510393",
Z2498,Z3187,11,"interface,command,developers,developer,library,commands,interfaces","3749.36,-2507.3","3682.7,-2569.4",2,0.25,"Z3187,0.5152871679114869","Z11415,Z11414,Z11416,Z11413,Z11412"
Z2499,Z3187,11,"mechanisms,graphical,environment,mechanism,capabilities,manipulate,environments","3711.75714286,-2882.3","3716.4,-2888.6",2,0.25,"Z3187,0.42790283658787476","Z11417,Z11419,Z11418,Z11420,Z11421,Z11422,Z11423"
Z2496,Z3186,11,"move,moving,moves,movement,movements","3362.35,-2445.75","3353,-2459.9",2,0.35,"Z3186,0.5485643085900858","Z11409,Z11408"
Z2497,Z3187,11,"editing,panel,edit,panels","3485.4,-2838.8","3541,-2801.6",2,0.21,"Z3187,0.41879204812112863","Z11411,Z11410"
Z2494,Z3185,11,"clicking,click,clicks,clicked","3994.75,-2671.3","3937.2,-2685.6",2,0.19,"Z3185,0.2402186486727504","Z11400,Z11399"
Z2495,Z3186,11,"dynamic,changing,changed,state,add,added,adding","3587.9,-2425.57142857","3567.3,-2437",2,0.35,"Z3186,0.550342369465963","Z11406,Z11407,Z11404,Z11405,Z11402,Z11403,Z11401"
Z1994,Z2359,5,"ten,twenty,twelve,extreme,minor,copy,lag","3316.6,-1254","3316.6,-1254",1,0.25,"Z2359,0.282760491699932",
Z2493,Z3185,11,"button,menu,slider,mouse,buttons,menus,sliders","3592.03333333,-2507.16666667","3590.6,-2571.9",2,0.21,"Z3185,0.5023464378332752","Z11398,Z11396,Z11397"
Z2490,Z3184,11,"dragging,drag,dragged,drop,drops","3258.5,-2660.9","3297,-2679.7",2,0.12,"Z3184,0.2039181233486396","Z11385,Z11384"
Z2491,Z3184,11,"options,giving,option,obvious,default,radio,monitor","3476.45,-2968.475","3450.4,-2914.5",2,0.32,"Z3184,0.3033530731453819","Z11387,Z11386,Z11389,Z11388"
Z293,Z334,3,"tags,tag,tagged,clouds,cloud,facets,facet","2700.56666667,-3046.0","2651.5,-3072.8",2,0.06,"Z334,0.10100021039704012","Z1245,Z1246,Z1247"
Z292,Z333,3,"citations,cited,books,papers,book,publications","2096.7,-3495.45","2150.5,-3437.2",2,0.06,"Z333,0.09243946738426097","Z1244,Z1243"
Z291,Z333,3,"entities,entity,conceptual,conceptually,schema,sandbox,canvas","1996.5,-3304.15","1947,-3313.6",2,0.10,"Z333,0.14668479347662444","Z1242,Z1241"
Z374,Z430,7,"absorption,photon,emission,photons,materials,material,scattering","905.964285714,-1266.65714286","973.06,-1228.2",3,0.04,"Z430,0.14431465609920746","Z2203,Z2202,Z1560,Z1558,Z1559,Z1562,Z1561"
Z375,Z430,7,"astronomy,astronomical,telescope,galaxies,sky,galaxy,gravitational","1211.08615385,-1098.98461538","1131.8,-1101.8",3,0.07,"Z430,0.15369519727364825","Z2206,Z2205,Z2204,Z1569,Z1568,Z1567,Z1566,Z1565,Z1564,Z1563,Z1570,Z1571,Z1572"
Z376,Z431,7,"reconstruction,reconstructed,reconstruct,fitting,reconstructing,reconstructions,fitted","787.061666667,-1069.305","776.33,-1099.4",3,0.13,"Z431,0.2891281207400239","Z2207,Z2208,Z1573,Z1574,Z1575,Z1576"
Z377,Z431,7,"signal,spectrum,signals,frequency,spectra,spectral,band","1057.705,-897.106666667","976.05,-995.33",3,0.11,"Z431,0.08499593507662886","Z2209,Z2210,Z1580,Z1578,Z1579,Z1577"
Z370,Z428,8,"morse,smale,complexes,simplicial,simplices,reeb,simplex","1331.71941176,-613.844117647","1303.3,-604.25",3,0.03,"Z428,0.07529558835625777","Z1529,Z1528,Z1527,Z1526,Z1534,Z1536,Z1537,Z1530,Z1531,Z1532,Z1538,Z2193,Z2192,Z2194,Z2191,Z1535,Z1533"
Z371,Z429,7,"gb,ghz,ram,intel,fragment,core,shader","1153.2,-880.61","1085.2,-1032.4",3,0.22,"Z429,0.3674046734432182","Z1541,Z1540,Z1543,Z1542,Z2196,Z2195,Z1539"
Z372,Z429,7,"nvidia,geforce,cpu,fps,pentium,floating,rates","1330.17272727,-1302.15454545","1240.6,-1297.7",3,0.18,"Z429,0.4558357453450826","Z1545,Z1544,Z1547,Z1546,Z1549,Z1548,Z1550,Z1551,Z2197,Z2199,Z2198"
Z373,Z429,7,"gpu,gpus,achieve,ms,achieved,slab,fly","725.99625,-1024.54625","882.81,-1174.2",3,0.13,"Z429,0.25189429815566045","Z2201,Z2200,Z1552,Z1553,Z1556,Z1557,Z1554,Z1555"
Z297,Z336,3,"text,textual,characters,character,font,texts,legibility","2048.75,-3276.35","1990.9,-3233.3",2,0.15,"Z336,0.351274512746843","Z1259,Z1258"
Z378,Z432,7,"isovalue,isosurface,isosurfaces,isovalues,lattice,lattices,timestep","931.25,-805.836666667","924.98,-806.93",3,0.11,"Z432,0.2913888050451834","Z1584,Z1583,Z2211,Z2212,Z1581,Z1582"
Z379,Z432,7,"marching,cubes,threshold,mc,extracted,extraction,extract","654.19,-895.828333333","772.09,-886.08",3,0.15,"Z432,0.22379645796268252","Z1585,Z2214,Z2213,Z1587,Z1588,Z1586"
Z296,Z335,3,"document,documents,sentences,sentence,themes,title,titles","2314.86,-3062.9","2289.1,-3040.7",2,0.14,"Z335,0.38925675031354573","Z1255,Z1254,Z1257,Z1256,Z1253"
Z11381,Z2489,11,"variety,wide","2880.2,-2494.1","2880.2,-2494.1",1,0.24,"Z2489,0.028785848901488546",
Z11380,Z2489,11,"page,pages","2831.9,-2355.1","2831.9,-2355.1",1,0.21,"Z2489,0.2436197399066139",
Z11383,Z2489,11,"solids,solid","3031.2,-2385.6","3031.2,-2385.6",1,0.02,"Z2489,2.465389696503389E-4",
Z11382,Z2489,11,"oo,ch","2809.5,-2450","2809.5,-2450",1,0.05,"Z2489,0.022249292269053776",
Z11385,Z2490,11,"dragging,drag,dragged","3300.4,-2607.8","3300.4,-2607.8",1,0.11,"Z2490,0.28902290147195525",
Z295,Z335,3,"word,collections,internet,words,collection,retrieval,multimedia","2095.93333333,-3099.0","2007.5,-3106.4",2,0.14,"Z335,0.3877144619092782","Z1251,Z1250,Z1252"
Z11387,Z2491,11,"giving,obvious,exemplar,press,electronic,pdf,calendar","3385.8,-2958.6","3385.8,-2958.6",1,0.20,"Z2491,0.07749242559501211",
Z11386,Z2491,11,"options,option,default","3610.2,-3010.6","3610.2,-3010.6",1,0.18,"Z2491,0.1570452180146705",
Z11389,Z2491,11,"monitor,monitors","3525.3,-3034.2","3525.3,-3034.2",1,0.11,"Z2491,0.011866641135973313",
Z11388,Z2491,11,"radio,antenna,receive,receiver,delay,plug,responsible","3384.5,-2870.5","3384.5,-2870.5",1,0.06,"Z2491,0.04491297848235107",
